Index,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions
0,34.11526739392268,Spotify,7.539373243192194,Yes,Yes,Yes,15.0,1.0,No,0,Very frequently,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Very frequently,Rarely,Sometimes,4.0,1.0,8.0,4.0,3.0,I understand.
1,30.180688250871373,Spotify,2.303324801328574,Yes,Yes,No,1.0,1.0,Yes,0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Never,3.0,5.0,8.0,6.0,1.0,I understand.
2,18.23587698851371,Spotify,3.204460063964723,Yes,Yes,Yes,1.0,1.0,Yes,0,Rarely,Never,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,6.0,2.0,3.0,10.0,3.0,I understand.
3,33.066001382895855,Spotify,11.889381040668852,Yes,No,Yes,1.0,1.0,Yes,0,Sometimes,Rarely,Very frequently,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,Never,Rarely,Very frequently,4.0,8.0,5.0,3.0,3.0,I understand.
4,25.017837076510983,Spotify,4.664874170779526,Yes,Yes,Yes,5.0,1.0,No,0,Very frequently,Never,Rarely,Very frequently,Never,Never,Rarely,Never,Rarely,Very frequently,Very frequently,Never,Sometimes,Very frequently,Sometimes,1.0,3.0,1.0,7.0,1.0,I understand.
5,11.668313690978328,Spotify,2.1724701938588,Yes,Yes,Yes,1.0,1.0,Yes,0,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Rarely,Never,8.0,3.0,5.0,5.0,3.0,I understand.
6,35.878794070542945,Spotify,14.780553896227142,Yes,Yes,Yes,12.0,1.0,Yes,0,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,Never,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,Very frequently,2.0,10.0,7.0,5.0,1.0,I understand.
7,40.25562342426212,Spotify,1.9899535357106792,Yes,No,Yes,1.0,1.0,Yes,0,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Rarely,5.0,3.0,8.0,3.0,3.0,I understand.
8,8.602214787657033,Spotify,9.590881634185266,Yes,No,Yes,11.0,1.0,No,0,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,Very frequently,3.0,8.0,7.0,7.0,3.0,I understand.
9,31.87175245072083,Spotify,3.9382737088908666,Yes,Yes,Yes,6.0,1.0,No,0,Sometimes,Very frequently,Never,Sometimes,Never,Very frequently,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,3.0,10.0,7.0,5.0,3.0,I understand.
10,24.370037451563338,Spotify,3.825369327363906,No,Yes,Yes,8.0,1.0,Yes,0,Never,Never,Very frequently,Never,Rarely,Very frequently,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Rarely,4.0,1.0,2.0,5.0,3.0,I understand.
11,27.832891634048444,Spotify,43.237040096515095,Yes,No,Yes,16.0,1.0,Yes,0,Never,Never,Never,Rarely,Sometimes,Sometimes,Very frequently,Never,Rarely,Sometimes,Never,Never,Very frequently,Never,Rarely,8.0,6.0,10.0,6.0,1.0,I understand.
12,41.408113746969505,Spotify,0.222990863916652,Yes,Yes,No,12.0,1.0,No,0,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Never,Very frequently,Very frequently,Never,Never,Never,5.0,1.0,2.0,5.0,3.0,I understand.
13,44.700021261937124,Spotify,5.903143420730091,Yes,No,Yes,12.0,1.0,Yes,0,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Never,Sometimes,Very frequently,Very frequently,Never,Never,Sometimes,Very frequently,Never,10.0,7.0,2.0,2.0,3.0,I understand.
14,10.757152493512091,Spotify,12.862681795168939,Yes,Yes,Yes,9.0,1.0,No,0,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,1.0,8.0,8.0,7.0,3.0,I understand.
15,41.63470148240479,Spotify,2.094427485974989,Yes,Yes,No,1.0,1.0,Yes,0,Rarely,Never,Rarely,Very frequently,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Never,Rarely,Sometimes,Very frequently,Never,1.0,7.0,3.0,8.0,3.0,I understand.
16,22.897009413531777,Spotify,4.297002695771196,No,Yes,Yes,4.0,1.0,Yes,0,Rarely,Very frequently,Never,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Never,Sometimes,3.0,2.0,10.0,6.0,3.0,I understand.
17,27.098853592318754,0,10.025635642946325,Yes,Yes,Yes,1.0,1.0,Yes,0,Rarely,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Never,Very frequently,Very frequently,Sometimes,Never,Sometimes,Rarely,Rarely,10.0,5.0,5.0,10.0,3.0,I understand.
18,33.463776093309235,Spotify,9.148817208301507,Yes,Yes,No,1.0,1.0,Yes,0,Sometimes,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,2.0,7.0,6.0,3.0,3.0,I understand.
19,37.405723493352696,Spotify,2.940613838901,Yes,Yes,Yes,12.0,1.0,No,0,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Sometimes,5.0,4.0,9.0,4.0,3.0,I understand.
20,20.529214008896915,Spotify,0.008505877010745804,Yes,Yes,Yes,13.0,1.0,No,0,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,Never,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,2.0,5.0,6.0,7.0,3.0,I understand.
21,25.002904257980664,Spotify,0.7173948753372303,Yes,No,Yes,13.0,1.0,Yes,0,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,3.0,2.0,9.0,2.0,3.0,I understand.
22,16.7645459547376,Spotify,11.353305951840147,Yes,Yes,Yes,11.0,1.0,Yes,0,Very frequently,Rarely,Very frequently,Rarely,Very frequently,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Very frequently,Rarely,Very frequently,Sometimes,10.0,7.0,1.0,10.0,1.0,I understand.
23,14.63921665119517,Spotify,2.3527030296102143,No,Yes,Yes,13.0,1.0,Yes,0,Sometimes,Sometimes,Rarely,Never,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Rarely,6.0,3.0,3.0,10.0,1.0,I understand.
24,33.4225366160271,Spotify,20.552811364207958,No,Yes,Yes,13.0,1.0,No,0,Never,Very frequently,Sometimes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,2.0,8.0,3.0,3.0,3.0,I understand.
25,19.822984884488505,Spotify,1.538252888379701,Yes,Yes,Yes,1.0,1.0,No,0,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Never,Very frequently,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Never,Rarely,1.0,3.0,2.0,9.0,3.0,I understand.
26,22.65688165458788,Spotify,9.418192190174551,Yes,Yes,Yes,6.0,1.0,No,0,Sometimes,Rarely,Never,Very frequently,Very frequently,Very frequently,Rarely,Very frequently,Rarely,Never,Rarely,Never,Very frequently,Never,Never,1.0,9.0,2.0,5.0,3.0,I understand.
27,27.651784981641338,Spotify,8.077950753021888,Yes,Yes,Yes,1.0,1.0,Yes,0,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Never,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Rarely,Very frequently,5.0,8.0,4.0,7.0,1.0,I understand.
28,10.504854820566587,Spotify,5.8455094400241245,No,No,Yes,12.0,1.0,Yes,0,Very frequently,Sometimes,Sometimes,Never,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Never,2.0,8.0,7.0,4.0,1.0,I understand.
29,18.461041072666706,Spotify,3.14394454139037,Yes,No,Yes,12.0,1.0,Yes,0,Very frequently,Very frequently,Very frequently,Rarely,Never,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Rarely,Never,2.0,7.0,6.0,6.0,3.0,I understand.
30,7.398058285157077,Spotify,4.61849729639843,No,Yes,Yes,13.0,1.0,No,0,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,Rarely,Never,Sometimes,3.0,7.0,4.0,8.0,3.0,I understand.
31,27.14615710953438,Spotify,6.712415332398778,No,Yes,Yes,13.0,1.0,Yes,0,Very frequently,Very frequently,Rarely,Never,Very frequently,Rarely,Never,Rarely,Rarely,Never,Rarely,Very frequently,Never,Never,Never,3.0,5.0,8.0,3.0,3.0,I understand.
32,37.11662051095025,Spotify,2.9121543364009113,No,No,Yes,16.0,1.0,Yes,0,Very frequently,Sometimes,Rarely,Never,Never,Very frequently,Very frequently,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Never,Sometimes,4.0,3.0,2.0,2.0,3.0,I understand.
33,18.061841470572936,Pandora,1.8806341216017022,Yes,No,Yes,1.0,1.0,No,0,Rarely,Never,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Rarely,Never,Rarely,Very frequently,Never,Sometimes,Rarely,Sometimes,5.0,8.0,7.0,7.0,3.0,I understand.
34,28.091187186492892,YouTube Music,1.0663459879705304,Yes,Yes,Yes,1.0,1.0,Yes,0,Rarely,Very frequently,Very frequently,Very frequently,Never,Sometimes,Never,Very frequently,Never,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Never,2.0,7.0,10.0,5.0,1.0,I understand.
